date,district,rainfall,temperature,humidity,opd_visits,ambulance_calls,idsp_cases,larval_index,medicine_stock,disease_cases,risk,disease
2024-04-24,Mayiladuthurai,16,30,85,491,127,,10,51,282,1,Respiratory Infection
2024-04-25,Mayiladuthurai,88,31,77,290,34,,16,71,62,1,Cholera
2024-04-26,Mayiladuthurai,0,29,65,251,61,,6,75,90,0,Typhoid
2024-04-27,Mayiladuthurai,30,31,89,406,113,,11,60,197,0,Typhoid
2024-04-28,Mayiladuthurai,83,30,76,114,28,39.0,15,89,38,1,Cholera
2024-04-29,Mayiladuthurai,37,30,77,550,129,,11,45,182,1,Respiratory Infection
2024-01-01,Tirupattur,99,33,71,313,86,,17,69,169,1,Cholera
2024-01-02,Tirupattur,115,30,65,582,101,,18,42,252,1,Respiratory Infection
2024-01-03,Tirupattur,68,32,91,454,126,,15,55,126,1,Respiratory Infection
2024-01-04,Tirupattur,76,35,70,559,124,,14,45,123,1,Respiratory Infection
2024-01-05,Tirupattur,55,30,70,257,73,,12,75,102,1,Cholera
2024-01-06,Tirupattur,49,33,83,181,52,,13,82,107,0,Flu
2024-01-07,Tirupattur,24,34,93,169,29,81.0,11,84,48,0,Flu
2024-01-08,Tirupattur,23,30,66,473,133,,8,53,192,1,Respiratory Infection
2024-01-09,Tirupattur,0,31,87,512,149,,8,49,200,1,Respiratory Infection
2024-01-10,Tirupattur,27,31,90,174,45,,11,83,49,0,Flu
2024-01-11,Tirupattur,98,31,74,556,144,,17,45,118,1,Respiratory Infection
2024-01-12,Tirupattur,124,35,65,103,15,,18,90,55,1,Cholera
2024-01-13,Tirupattur,68,30,72,284,32,,14,72,132,1,Cholera
2024-01-14,Tirupattur,82,32,87,223,66,86.0,16,78,114,1,Dengue
2024-01-15,Tirupattur,81,35,69,507,85,,15,50,205,1,Respiratory Infection
2024-01-16,Tirupattur,118,32,69,539,89,,18,47,207,1,Respiratory Infection
2024-01-17,Tirupattur,61,30,82,337,68,,14,67,111,1,Cholera
2024-01-18,Tirupattur,40,35,72,413,92,,11,59,212,0,Typhoid
2024-01-19,Tirupattur,139,34,94,395,114,,23,61,121,1,Dengue
2024-01-20,Tirupattur,44,32,81,599,165,,12,41,339,1,Respiratory Infection
2024-01-21,Tirupattur,110,30,90,230,64,75.0,20,77,108,1,Dengue
2024-01-22,Tirupattur,42,34,68,318,44,,11,69,106,0,Typhoid
2024-01-23,Tirupattur,19,32,60,288,37,,7,72,61,0,Typhoid
2024-01-24,Tirupattur,0,31,86,217,22,,8,79,120,0,Flu
2024-01-25,Tirupattur,2,30,85,553,162,,8,45,187,1,Respiratory Infection
2024-01-26,Tirupattur,93,30,83,503,108,,17,50,125,1,Dengue
2024-01-27,Tirupattur,0,33,63,471,79,,6,53,137,1,Respiratory Infection
2024-01-28,Tirupattur,128,30,90,182,43,89.0,21,82,100,1,Dengue
2024-01-29,Tirupattur,16,34,91,207,33,,10,80,41,0,Flu
2024-01-30,Tirupattur,63,32,89,286,83,,15,72,108,1,Cholera
2024-01-31,Tirupattur,37,34,62,404,41,,9,60,239,0,Typhoid
2024-02-01,Tirupattur,59,33,90,106,17,,14,90,37,1,Cholera
2024-02-02,Tirupattur,95,35,76,572,75,,17,43,280,1,Respiratory Infection
2024-02-03,Tirupattur,45,32,72,519,96,,11,49,168,1,Respiratory Infection
2024-02-04,Tirupattur,110,32,92,110,19,,20,89,64,1,Dengue
2024-02-05,Tirupattur,94,34,68,491,55,,16,51,284,1,Respiratory Infection
2024-02-06,Tirupattur,44,31,90,440,53,,13,56,260,0,Typhoid
2024-02-07,Tirupattur,26,30,76,252,41,100.0,10,75,127,0,Typhoid
2024-02-08,Tirupattur,133,35,84,130,20,,21,87,29,1,Dengue
2024-02-09,Tirupattur,153,35,63,552,137,,21,45,323,1,Respiratory Infection
2024-02-10,Tirupattur,70,35,81,410,73,,15,59,128,1,Cholera
2024-02-11,Tirupattur,44,32,83,314,79,,12,69,76,0,Typhoid
2024-02-12,Tirupattur,83,32,89,172,42,,17,83,101,1,Dengue
2024-02-13,Tirupattur,34,32,92,186,41,,12,82,45,0,Flu
2024-02-14,Tirupattur,53,31,94,477,135,144.0,14,53,231,1,Respiratory Infection
2024-02-15,Tirupattur,33,31,88,386,81,,12,62,94,0,Typhoid
2024-02-16,Tirupattur,27,34,70,296,46,,9,71,150,0,Typhoid
2024-02-17,Tirupattur,28,30,63,440,65,,9,56,195,0,Typhoid
2024-02-18,Tirupattur,62,32,75,237,44,,13,77,78,1,Cholera
2024-02-19,Tirupattur,39,33,66,253,36,,10,75,113,0,Typhoid
2024-02-20,Tirupattur,131,33,89,321,50,,22,68,184,1,Dengue
2024-02-21,Tirupattur,71,31,82,432,128,208.0,15,57,145,1,Cholera
2024-02-22,Tirupattur,81,31,61,185,40,,14,82,68,1,Cholera
2024-02-23,Tirupattur,47,35,67,487,104,,11,52,120,1,Respiratory Infection
2024-02-24,Tirupattur,80,31,87,453,122,,16,55,198,1,Respiratory Infection
2024-02-25,Tirupattur,79,30,88,293,63,,16,71,97,1,Cholera
2024-02-26,Tirupattur,27,35,83,222,34,,11,78,127,0,Flu
2024-02-27,Tirupattur,115,32,61,171,21,,17,83,64,1,Cholera
2024-02-28,Tirupattur,83,35,81,567,113,121.0,16,44,203,1,Dengue
2024-02-29,Tirupattur,13,34,89,525,104,,10,48,295,1,Respiratory Infection
2024-03-01,Tirupattur,38,35,65,487,107,,10,52,206,1,Respiratory Infection
2024-03-02,Tirupattur,123,30,62,270,52,,18,73,160,1,Cholera
2024-03-03,Tirupattur,67,32,90,569,133,,15,44,168,1,Respiratory Infection
2024-03-04,Tirupattur,141,33,63,512,113,,20,49,138,1,Respiratory Infection
2024-03-05,Tirupattur,27,32,93,459,64,,12,55,104,1,Respiratory Infection
2024-03-06,Tirupattur,48,30,61,338,89,,10,67,123,0,Typhoid
2024-03-07,Tirupattur,49,33,66,367,53,113.0,11,64,111,0,Typhoid
2024-03-08,Tirupattur,101,34,81,489,54,,18,52,197,1,Dengue
2024-03-09,Tirupattur,59,35,61,202,56,,12,80,60,1,Cholera
2024-03-10,Tirupattur,73,33,80,540,114,,15,46,259,1,Respiratory Infection
2024-03-11,Tirupattur,126,34,63,355,51,,18,65,151,1,Cholera
2024-03-12,Tirupattur,76,32,88,169,34,,16,84,87,1,Cholera
2024-03-13,Tirupattur,65,32,92,418,96,,15,59,197,1,Cholera
2024-03-14,Tirupattur,105,35,92,352,54,116.0,19,65,178,1,Dengue
2024-03-15,Tirupattur,32,35,72,582,68,,10,42,348,1,Respiratory Infection
2024-03-16,Tirupattur,97,35,62,378,91,,15,63,79,1,Cholera
2024-03-17,Tirupattur,0,30,83,391,102,,8,61,186,0,Typhoid
2024-03-18,Tirupattur,69,33,78,395,68,,14,61,196,1,Cholera
2024-03-19,Tirupattur,86,31,62,266,54,,14,74,108,1,Cholera
2024-03-20,Tirupattur,66,35,84,459,46,,15,55,218,1,Respiratory Infection
2024-03-21,Tirupattur,102,33,81,485,90,167.0,18,52,208,1,Dengue
2024-03-22,Tirupattur,39,30,85,348,63,,12,66,111,0,Typhoid
2024-03-23,Tirupattur,33,33,77,114,16,,11,89,33,0,Flu
2024-03-24,Tirupattur,12,30,94,470,112,,10,53,180,1,Respiratory Infection
2024-03-25,Tirupattur,21,33,92,145,40,,11,86,47,0,Flu
2024-03-26,Tirupattur,107,31,71,391,101,,17,61,145,1,Cholera
2024-03-27,Tirupattur,84,33,81,249,62,,16,76,110,1,Dengue
2024-03-28,Tirupattur,107,33,75,336,61,125.0,18,67,196,1,Cholera
2024-03-29,Tirupattur,26,35,89,161,44,,11,84,48,0,Flu
2024-03-30,Tirupattur,63,35,72,555,109,,13,45,291,1,Respiratory Infection
2024-03-31,Tirupattur,0,30,94,167,31,,9,84,91,0,Flu
2024-04-01,Tirupattur,67,34,60,241,32,,12,76,98,1,Cholera
2024-04-02,Tirupattur,40,33,90,426,127,,13,58,249,0,Typhoid
2024-04-03,Tirupattur,77,35,74,309,91,,15,70,168,1,Cholera
2024-04-04,Tirupattur,64,35,89,582,162,,15,42,281,1,Respiratory Infection
2024-04-05,Tirupattur,19,33,75,312,50,,9,69,97,0,Typhoid
2024-04-06,Tirupattur,79,32,64,406,78,,14,60,155,1,Cholera
2024-04-07,Tirupattur,61,35,80,125,16,54.0,14,88,33,1,Cholera
2024-04-08,Tirupattur,81,35,78,269,46,,15,74,55,1,Cholera
2024-04-09,Tirupattur,0,31,64,105,13,,6,90,30,0,Flu
2024-04-10,Tirupattur,37,33,92,510,79,,12,49,294,1,Respiratory Infection
2024-04-11,Tirupattur,38,35,77,114,13,,11,89,63,0,Flu
2024-04-12,Tirupattur,28,32,93,377,81,,12,63,101,0,Typhoid
2024-04-13,Tirupattur,5,31,81,211,35,,8,79,104,0,Flu
2024-04-14,Tirupattur,101,31,92,199,59,73.0,19,81,83,1,Dengue
2024-04-15,Tirupattur,33,33,76,521,105,,10,48,277,1,Respiratory Infection
2024-04-16,Tirupattur,95,30,74,157,29,,16,85,52,1,Cholera
2024-04-17,Tirupattur,167,33,93,101,25,,26,90,49,1,Dengue
2024-04-18,Tirupattur,109,34,94,482,99,,20,52,203,1,Dengue
2024-04-19,Tirupattur,62,30,78,252,28,,14,75,55,1,Cholera
2024-04-20,Tirupattur,47,32,68,324,92,,11,68,186,0,Typhoid
2024-04-21,Tirupattur,94,34,85,252,70,70.0,17,75,135,1,Dengue
2024-04-22,Tirupattur,40,34,60,557,85,,10,45,169,1,Respiratory Infection
2024-04-23,Tirupattur,119,34,68,485,132,,18,52,272,1,Respiratory Infection
2024-04-24,Tirupattur,0,35,63,160,44,,6,84,69,0,Flu
2024-04-25,Tirupattur,43,33,68,452,106,,11,55,257,1,Respiratory Infection
2024-04-26,Tirupattur,72,35,76,295,67,,14,71,140,1,Cholera
2024-04-27,Tirupattur,26,35,68,465,70,,9,54,207,1,Respiratory Infection
2024-04-28,Tirupattur,91,31,88,287,79,67.0,17,72,81,1,Dengue
2024-04-29,Tirupattur,123,35,73,159,43,,19,85,94,1,Cholera
2024-01-01,Chengalpattu,89,32,86,107,13,,17,90,36,1,Dengue
2024-01-02,Chengalpattu,31,32,81,550,132,,11,45,280,1,Respiratory Infection
2024-01-03,Chengalpattu,50,30,79,504,65,,12,50,163,1,Respiratory Infection
2024-01-04,Chengalpattu,41,29,78,124,30,,11,88,63,0,Flu
2024-01-05,Chengalpattu,112,29,91,443,55,,20,56,199,1,Dengue
2024-01-06,Chengalpattu,34,33,80,523,121,,11,48,227,1,Respiratory Infection
2024-01-07,Chengalpattu,74,28,66,433,112,208.0,14,57,168,1,Cholera
2024-01-08,Chengalpattu,61,33,77,411,108,,13,59,142,1,Cholera
2024-01-09,Chengalpattu,56,32,82,583,121,,13,42,267,1,Respiratory Infection
2024-01-10,Chengalpattu,116,28,73,335,53,,18,67,175,1,Cholera
2024-01-11,Chengalpattu,98,31,74,183,30,,17,82,75,1,Cholera
2024-01-12,Chengalpattu,108,28,90,176,43,,19,83,37,1,Dengue
2024-01-13,Chengalpattu,120,29,82,466,128,,20,54,238,1,Dengue
2024-01-14,Chengalpattu,51,32,66,290,55,73.0,11,71,74,1,Cholera
2024-01-15,Chengalpattu,74,33,75,230,60,,14,77,59,1,Cholera
2024-01-16,Chengalpattu,27,31,68,509,76,,9,50,136,1,Respiratory Infection
2024-01-17,Chengalpattu,0,28,75,217,47,,7,79,122,0,Flu
2024-01-18,Chengalpattu,42,33,75,272,42,,11,73,150,0,Typhoid
2024-01-19,Chengalpattu,24,33,74,330,79,,9,67,149,0,Typhoid
2024-01-20,Chengalpattu,138,30,87,448,113,,22,56,155,1,Dengue
2024-01-21,Chengalpattu,97,33,62,244,53,75.0,15,76,136,1,Cholera
2024-01-22,Chengalpattu,173,30,88,420,87,,26,58,125,1,Dengue
2024-01-23,Chengalpattu,39,28,77,120,27,,11,88,52,0,Flu
2024-01-24,Chengalpattu,103,33,66,443,66,,16,56,242,1,Cholera
2024-01-25,Chengalpattu,119,33,85,553,94,,20,45,312,1,Dengue
2024-01-26,Chengalpattu,18,31,76,117,14,,9,89,35,0,Flu
2024-01-27,Chengalpattu,40,29,83,223,51,,12,78,84,0,Flu
2024-01-28,Chengalpattu,30,28,67,546,109,166.0,9,46,143,1,Respiratory Infection
2024-01-29,Chengalpattu,51,31,84,120,21,,13,88,46,1,Cholera
2024-01-30,Chengalpattu,32,33,92,237,50,,12,77,135,0,Flu
2024-01-31,Chengalpattu,41,32,64,462,61,,10,54,246,1,Respiratory Infection
2024-02-01,Chengalpattu,44,28,77,306,69,,12,70,154,0,Typhoid
2024-02-02,Chengalpattu,116,29,67,354,69,,18,65,184,1,Cholera
2024-02-03,Chengalpattu,53,30,91,463,117,,14,54,180,1,Respiratory Infection
2024-02-04,Chengalpattu,80,33,77,501,75,,15,50,257,1,Respiratory Infection
2024-02-05,Chengalpattu,87,28,71,216,39,,15,79,126,1,Cholera
2024-02-06,Chengalpattu,18,29,64,270,49,,8,73,145,0,Typhoid
2024-02-07,Chengalpattu,61,28,82,287,32,133.0,14,72,90,1,Cholera
2024-02-08,Chengalpattu,106,29,73,155,35,,17,85,91,1,Cholera
2024-02-09,Chengalpattu,107,33,85,246,69,,19,76,59,1,Dengue
2024-02-10,Chengalpattu,13,33,69,490,136,,8,51,213,1,Respiratory Infection
2024-02-11,Chengalpattu,81,28,86,321,35,,16,68,118,1,Dengue
2024-02-12,Chengalpattu,34,29,62,316,56,,9,69,113,0,Typhoid
2024-02-13,Chengalpattu,76,30,88,233,54,,16,77,48,1,Cholera
2024-02-14,Chengalpattu,99,33,75,333,96,124.0,17,67,133,1,Cholera
2024-02-15,Chengalpattu,77,29,72,502,141,,14,50,237,1,Respiratory Infection
2024-02-16,Chengalpattu,45,30,78,359,88,,12,65,107,0,Typhoid
2024-02-17,Chengalpattu,60,29,80,589,77,,14,42,341,1,Respiratory Infection
2024-02-18,Chengalpattu,51,31,71,322,60,,12,68,139,1,Cholera
2024-02-19,Chengalpattu,68,31,78,239,70,,14,77,105,1,Cholera
2024-02-20,Chengalpattu,47,28,75,334,40,,12,67,72,0,Typhoid
2024-02-21,Chengalpattu,48,32,63,196,26,79.0,11,81,43,0,Flu
2024-02-22,Chengalpattu,104,31,84,371,106,,18,63,104,1,Dengue
2024-02-23,Chengalpattu,39,29,88,171,33,,12,83,62,0,Flu
2024-02-24,Chengalpattu,35,30,88,425,67,,12,58,111,0,Typhoid
2024-02-25,Chengalpattu,62,32,79,490,138,,14,51,292,1,Respiratory Infection
2024-02-26,Chengalpattu,78,31,78,417,112,,15,59,155,1,Cholera
2024-02-27,Chengalpattu,83,30,70,123,12,,15,88,57,1,Cholera
2024-02-28,Chengalpattu,37,33,93,359,54,130.0,13,65,127,0,Typhoid
2024-02-29,Chengalpattu,79,28,65,399,112,,14,61,127,1,Cholera
2024-03-01,Chengalpattu,0,33,90,538,86,,9,47,129,1,Respiratory Infection
2024-03-02,Chengalpattu,129,31,81,242,41,,21,76,140,1,Dengue
2024-03-03,Chengalpattu,101,30,86,333,93,,18,67,171,1,Dengue
2024-03-04,Chengalpattu,11,28,93,496,82,,10,51,251,1,Respiratory Infection
2024-03-05,Chengalpattu,91,28,79,147,33,,17,86,85,1,Cholera
2024-03-06,Chengalpattu,51,31,65,287,61,,11,72,138,1,Cholera
2024-03-07,Chengalpattu,26,28,85,331,62,98.0,11,67,171,0,Typhoid
2024-03-08,Chengalpattu,22,31,79,113,29,,10,89,38,0,Flu
2024-03-09,Chengalpattu,27,28,77,503,145,,10,50,134,1,Respiratory Infection
2024-03-10,Chengalpattu,78,29,60,403,101,,13,60,88,1,Cholera
2024-03-11,Chengalpattu,35,30,71,442,44,,10,56,220,0,Typhoid
2024-03-12,Chengalpattu,95,32,67,126,25,,16,88,69,1,Cholera
2024-03-13,Chengalpattu,92,32,62,257,44,,15,75,131,1,Cholera
2024-03-14,Chengalpattu,21,33,63,448,71,99.0,8,56,191,0,Typhoid
2024-03-15,Chengalpattu,73,28,64,177,36,,13,83,40,1,Cholera
2024-03-16,Chengalpattu,45,29,93,400,110,,13,60,187,0,Typhoid
2024-03-17,Chengalpattu,101,33,91,282,58,,19,72,106,1,Dengue
2024-03-18,Chengalpattu,75,28,73,527,68,,14,48,160,1,Respiratory Infection
2024-03-19,Chengalpattu,47,32,61,371,44,,10,63,107,0,Typhoid
2024-03-20,Chengalpattu,85,33,73,136,29,,15,87,67,1,Cholera
2024-03-21,Chengalpattu,0,33,87,107,14,33.0,8,90,30,0,Flu
2024-03-22,Chengalpattu,35,31,67,485,145,,10,52,127,1,Respiratory Infection
2024-03-23,Chengalpattu,60,32,64,572,137,,12,43,145,1,Respiratory Infection
2024-03-24,Chengalpattu,50,29,68,398,87,,11,61,162,0,Typhoid
2024-03-25,Chengalpattu,99,31,76,371,68,,17,63,199,1,Cholera
2024-03-26,Chengalpattu,41,28,69,248,56,,11,76,52,0,Flu
2024-03-27,Chengalpattu,41,30,72,115,17,,11,89,25,0,Flu
2024-03-28,Chengalpattu,101,28,83,216,32,68.0,18,79,121,1,Dengue
2024-03-29,Chengalpattu,66,31,80,113,21,,14,89,62,1,Cholera
2024-03-30,Chengalpattu,8,29,68,512,52,,7,49,226,1,Respiratory Infection
2024-03-31,Chengalpattu,70,28,73,367,89,,14,64,132,1,Cholera
2024-04-01,Chengalpattu,5,31,81,130,33,,8,87,27,0,Flu
2024-04-02,Chengalpattu,75,28,86,109,13,,16,90,34,1,Cholera
2024-04-03,Chengalpattu,15,30,94,187,26,,10,82,58,0,Flu
2024-04-04,Chengalpattu,125,32,68,186,52,,19,82,69,1,Cholera
2024-04-05,Chengalpattu,90,28,73,172,24,,16,83,53,1,Cholera
2024-04-06,Chengalpattu,70,32,66,595,162,,13,41,217,1,Respiratory Infection
2024-04-07,Chengalpattu,55,31,77,333,86,137.0,13,67,192,1,Cholera
2024-04-08,Chengalpattu,49,31,92,176,50,,14,83,74,0,Flu
2024-04-09,Chengalpattu,26,30,80,309,33,,10,70,146,0,Typhoid
2024-04-10,Chengalpattu,23,28,80,411,81,,10,59,199,0,Typhoid
2024-04-11,Chengalpattu,63,31,83,289,30,,14,72,164,1,Cholera
2024-04-12,Chengalpattu,56,31,65,157,27,,12,85,73,1,Cholera
2024-04-13,Chengalpattu,56,31,68,244,65,,12,76,135,1,Cholera
2024-04-14,Chengalpattu,98,32,91,599,138,123.0,18,41,256,1,Dengue
2024-04-15,Chengalpattu,62,29,78,576,135,,14,43,238,1,Respiratory Infection
2024-04-16,Chengalpattu,38,31,70,510,121,,10,49,109,1,Respiratory Infection
2024-04-17,Chengalpattu,96,31,62,412,105,,15,59,144,1,Cholera
2024-04-18,Chengalpattu,0,30,74,557,60,,7,45,167,1,Respiratory Infection
2024-04-19,Chengalpattu,76,30,78,467,119,,15,54,150,1,Respiratory Infection
2024-04-20,Chengalpattu,49,30,64,267,31,,11,74,108,0,Typhoid
2024-04-21,Chengalpattu,53,33,60,153,32,55.0,11,85,60,1,Cholera
2024-04-22,Chengalpattu,48,29,86,500,65,,13,50,201,1,Respiratory Infection
2024-04-23,Chengalpattu,10,29,85,553,120,,9,45,245,1,Respiratory Infection
2024-04-24,Chengalpattu,86,29,61,330,35,,14,67,163,1,Cholera
2024-04-25,Chengalpattu,21,28,76,251,45,,9,75,150,0,Typhoid
2024-04-26,Chengalpattu,36,33,69,451,130,,10,55,247,1,Respiratory Infection
2024-04-27,Chengalpattu,38,33,92,359,40,,13,65,137,0,Typhoid
2024-04-28,Chengalpattu,160,30,78,129,18,53.0,23,88,66,1,Cholera
2024-04-29,Chengalpattu,64,29,82,430,52,,14,57,192,1,Cholera
2024-01-01,Kallakurichi,0,33,77,422,67,,7,58,121,0,Typhoid
2024-01-02,Kallakurichi,0,33,78,210,41,,7,79,54,0,Flu
2024-01-03,Kallakurichi,76,34,75,584,144,,15,42,206,1,Respiratory Infection
2024-01-04,Kallakurichi,31,32,87,561,120,,11,44,119,1,Respiratory Infection
2024-01-05,Kallakurichi,131,31,93,295,80,,22,71,64,1,Dengue
2024-01-06,Kallakurichi,40,32,76,269,47,,11,74,130,0,Typhoid
2024-01-07,Kallakurichi,19,33,67,421,70,88.0,8,58,126,0,Typhoid
2024-01-08,Kallakurichi,45,34,87,334,77,,13,67,167,0,Typhoid
2024-01-09,Kallakurichi,13,31,73,519,137,,8,49,176,1,Respiratory Infection
2024-01-10,Kallakurichi,32,34,82,173,21,,11,83,74,0,Flu
2024-01-11,Kallakurichi,81,30,61,457,125,,14,55,239,1,Respiratory Infection
2024-01-12,Kallakurichi,46,33,94,289,60,,14,72,83,0,Typhoid
2024-01-13,Kallakurichi,60,31,93,598,70,,15,41,172,1,Respiratory Infection
2024-01-14,Kallakurichi,56,33,78,546,117,195.0,13,46,146,1,Respiratory Infection
2024-01-15,Kallakurichi,70,32,83,553,81,,15,45,121,1,Respiratory Infection
2024-01-16,Kallakurichi,99,30,90,273,70,,18,73,65,1,Dengue
2024-01-17,Kallakurichi,0,31,84,512,115,,8,49,265,1,Respiratory Infection
2024-01-18,Kallakurichi,72,32,81,551,87,,15,45,147,1,Respiratory Infection
2024-01-19,Kallakurichi,127,29,64,127,23,,19,88,68,1,Cholera
2024-01-20,Kallakurichi,33,33,88,367,108,,12,64,149,0,Typhoid
2024-01-21,Kallakurichi,27,33,77,431,63,127.0,10,57,211,0,Typhoid
2024-01-22,Kallakurichi,119,29,87,181,22,,20,82,45,1,Dengue
2024-01-23,Kallakurichi,78,33,83,298,67,,16,71,65,1,Cholera
2024-01-24,Kallakurichi,0,33,82,338,73,,8,67,124,0,Typhoid
2024-01-25,Kallakurichi,44,32,68,342,81,,11,66,162,0,Typhoid
2024-01-26,Kallakurichi,100,31,61,524,67,,16,48,282,1,Respiratory Infection
2024-01-27,Kallakurichi,35,32,91,413,59,,12,59,124,0,Typhoid
2024-01-28,Kallakurichi,56,34,60,290,30,144.0,11,71,100,1,Cholera
2024-01-29,Kallakurichi,19,32,75,294,72,,9,71,132,0,Typhoid
2024-01-30,Kallakurichi,110,29,73,399,112,,18,61,228,1,Cholera
2024-01-31,Kallakurichi,101,31,79,547,138,,18,46,324,1,Respiratory Infection
2024-02-01,Kallakurichi,65,32,71,192,41,,13,81,39,1,Cholera
2024-02-02,Kallakurichi,1,31,85,364,87,,8,64,98,0,Typhoid
2024-02-03,Kallakurichi,0,34,87,280,61,,8,72,81,0,Typhoid
2024-02-04,Kallakurichi,27,31,75,156,23,,10,85,67,0,Flu
2024-02-05,Kallakurichi,81,31,74,525,84,,15,48,116,1,Respiratory Infection
2024-02-06,Kallakurichi,13,29,93,192,52,,10,81,65,0,Flu
2024-02-07,Kallakurichi,42,31,65,143,34,40.0,10,86,77,0,Flu
2024-02-08,Kallakurichi,41,32,76,279,31,,11,73,158,0,Typhoid
2024-02-09,Kallakurichi,0,34,71,480,56,,7,52,140,1,Respiratory Infection
2024-02-10,Kallakurichi,59,34,87,484,82,,14,52,196,1,Respiratory Infection
2024-02-11,Kallakurichi,102,31,63,115,15,,16,89,32,1,Cholera
2024-02-12,Kallakurichi,121,33,79,451,77,,20,55,150,1,Respiratory Infection
2024-02-13,Kallakurichi,127,33,88,544,125,,21,46,317,1,Dengue
2024-02-14,Kallakurichi,41,34,88,555,92,263.0,12,45,285,1,Respiratory Infection
2024-02-15,Kallakurichi,13,29,63,288,48,,7,72,77,0,Typhoid
2024-02-16,Kallakurichi,73,31,86,454,88,,15,55,239,1,Respiratory Infection
2024-02-17,Kallakurichi,153,33,67,523,140,,22,48,148,1,Respiratory Infection
2024-02-18,Kallakurichi,0,30,70,562,90,,7,44,187,1,Respiratory Infection
2024-02-19,Kallakurichi,113,31,61,156,43,,17,85,76,1,Cholera
2024-02-20,Kallakurichi,29,30,80,524,115,,10,48,112,1,Respiratory Infection
2024-02-21,Kallakurichi,70,29,79,267,47,89.0,14,74,73,1,Cholera
2024-02-22,Kallakurichi,38,34,80,390,112,,11,61,83,0,Typhoid
2024-02-23,Kallakurichi,102,30,75,101,22,,17,90,49,1,Cholera
2024-02-24,Kallakurichi,78,33,64,356,86,,14,65,111,1,Cholera
2024-02-25,Kallakurichi,104,34,67,424,71,,17,58,164,1,Cholera
2024-02-26,Kallakurichi,43,31,78,521,80,,12,48,296,1,Respiratory Infection
2024-02-27,Kallakurichi,11,32,60,510,142,,7,49,246,1,Respiratory Infection
2024-02-28,Kallakurichi,30,34,80,248,56,89.0,11,76,103,0,Flu
2024-02-29,Kallakurichi,86,32,89,196,35,,17,81,47,1,Dengue
2024-03-01,Kallakurichi,75,33,67,526,84,,14,48,241,1,Respiratory Infection
2024-03-02,Kallakurichi,48,29,67,146,16,,11,86,40,0,Flu
2024-03-03,Kallakurichi,44,31,62,591,129,,10,41,324,1,Respiratory Infection
2024-03-04,Kallakurichi,61,32,88,168,19,,14,84,47,1,Cholera
2024-03-05,Kallakurichi,62,33,64,103,16,,12,90,26,1,Cholera
2024-03-06,Kallakurichi,131,31,65,590,109,,19,41,295,1,Respiratory Infection
2024-03-07,Kallakurichi,130,32,84,453,108,163.0,21,55,168,1,Dengue
2024-03-08,Kallakurichi,103,32,66,444,93,,16,56,204,1,Cholera
2024-03-09,Kallakurichi,55,29,83,138,20,,13,87,46,1,Cholera
2024-03-10,Kallakurichi,38,29,78,387,49,,11,62,158,0,Typhoid
2024-03-11,Kallakurichi,106,31,60,471,99,,16,53,270,1,Respiratory Infection
2024-03-12,Kallakurichi,74,30,65,526,126,,13,48,221,1,Respiratory Infection
2024-03-13,Kallakurichi,52,32,76,153,29,,12,85,66,1,Cholera
2024-03-14,Kallakurichi,69,34,80,406,82,174.0,14,60,105,1,Cholera
2024-03-15,Kallakurichi,27,32,65,480,54,,9,52,226,1,Respiratory Infection
2024-03-16,Kallakurichi,137,32,89,137,27,,22,87,55,1,Dengue
2024-03-17,Kallakurichi,85,31,74,242,53,,15,76,53,1,Cholera
2024-03-18,Kallakurichi,77,34,74,209,57,,15,80,114,1,Cholera
2024-03-19,Kallakurichi,87,34,73,445,122,,16,56,168,1,Cholera
2024-03-20,Kallakurichi,51,34,60,343,100,,11,66,131,1,Cholera
2024-03-21,Kallakurichi,22,30,67,539,135,250.0,8,47,139,1,Respiratory Infection
2024-03-22,Kallakurichi,189,29,73,523,130,,26,48,276,1,Respiratory Infection
2024-03-23,Kallakurichi,126,32,75,594,61,,20,41,291,1,Respiratory Infection
2024-03-24,Kallakurichi,2,29,64,227,52,,6,78,122,0,Flu
2024-03-25,Kallakurichi,0,33,81,312,84,,8,69,166,0,Typhoid
2024-03-26,Kallakurichi,34,33,93,430,110,,12,57,110,0,Typhoid
2024-03-27,Kallakurichi,60,29,83,392,109,,14,61,132,1,Cholera
2024-03-28,Kallakurichi,61,32,76,151,37,61.0,13,85,31,1,Cholera
2024-03-29,Kallakurichi,31,33,85,594,120,,11,41,310,1,Respiratory Infection
2024-03-30,Kallakurichi,110,34,74,255,49,,18,75,60,1,Cholera
2024-03-31,Kallakurichi,81,29,62,390,97,,14,61,190,1,Cholera
2024-04-01,Kallakurichi,3,30,90,103,14,,9,90,21,0,Flu
2024-04-02,Kallakurichi,53,32,73,429,43,,12,58,130,1,Cholera
2024-04-03,Kallakurichi,129,31,94,282,33,,22,72,79,1,Dengue
2024-04-04,Kallakurichi,107,33,86,500,125,,19,50,168,1,Dengue
2024-04-05,Kallakurichi,63,29,71,466,69,,13,54,108,1,Respiratory Infection
2024-04-06,Kallakurichi,110,33,82,414,43,,19,59,166,1,Dengue
2024-04-07,Kallakurichi,56,31,93,490,131,229.0,14,51,129,1,Respiratory Infection
2024-04-08,Kallakurichi,65,31,75,549,61,,14,46,321,1,Respiratory Infection
